"actor_name","title","length","film_groups"
"Spencer Depp","Sweet Brotherhood",185,"BGr3"
"Spencer Depp","Taxi Kick",64,"GR1"
"Spencer Depp","Treasure Command",102,"GR1"
"Spencer Depp","Tycoon Gathering",82,"GR1"
"Spencer Depp","Virgin Daisy",179,"Gr2"
"Spencer Depp","Weekend Personal",134,"Gr2"
"Spencer Depp","Witches Panic",100,"GR1"
"Spencer Depp","Worst Banger",185,"BGr3"
"Spencer Depp","Wrath Mile",176,"Gr2"
"Susan Davis","Beast Hunchback",89,"GR1"
"Susan Davis","Beneath Rush",53,"less 60 min"
"Susan Davis","Bonnie Holocaust",63,"GR1"
"Susan Davis","Chitty Lock",107,"GR1"
"Susan Davis","Creatures Shakespeare",139,"Gr2"
"Susan Davis","Dragon Squad",170,"Gr2"
"Susan Davis","Driving Polish",175,"Gr2"
"Susan Davis","Durham Panky",154,"Gr2"
"Susan Davis","Egypt Tenenbaums",85,"GR1"
"Susan Davis","Eve Resurrection",66,"GR1"
"Susan Davis","Jumping Wrath",74,"GR1"
"Susan Davis","Karate Moon",120,NULL
"Susan Davis","Lawrence Love",175,"Gr2"
"Susan Davis","Memento Zoolander",77,"GR1"
"Susan Davis","Murder Antitrust",166,"Gr2"
"Susan Davis","Natural Stock",50,"less 60 min"
"Susan Davis","Panther Reds",109,"GR1"
"Susan Davis","Paths Control",118,"GR1"
"Susan Davis","Prix Undefeated",115,"GR1"
"Susan Davis","Pulp Beverly",89,"GR1"
"Susan Davis","Saints Bride",125,"Gr2"
"Susan Davis","Searchers Wait",182,"BGr3"
"Susan Davis","Shining Roses",125,"Gr2"
"Susan Davis","Spiking Element",79,"GR1"
"Susan Davis","Star Operation",181,"BGr3"
"Susan Davis","Uptown Young",84,"GR1"
"Susan Davis","Valley Packer",73,"GR1"
"Susan Davis","Vanishing Rocky",123,"Gr2"
"Susan Davis","Videotape Arsenic",145,"Gr2"
"Susan Davis","Wisdom Worker",98,"GR1"
"Susan Davis","Wizard Coldblooded",75,"GR1"
"Susan Davis","Wonderful Drop",126,"Gr2"
"Susan Davis","Worker Tarzan",139,"Gr2"
"Walter Torn","Amelie Hellfighters",79,"GR1"
"Walter Torn","Arabia Dogma",62,"GR1"
"Walter Torn","Bang Kwai",87,"GR1"
"Walter Torn","Casablanca Super",85,"GR1"
"Walter Torn","Casper Dragonfly",163,"Gr2"
"Walter Torn","Crow Grease",104,"GR1"
"Walter Torn","Curtain Videotape",133,"Gr2"
"Walter Torn","Dances None",58,"less 60 min"
"Walter Torn","Early Home",96,"GR1"
"Walter Torn","Flying Hook",69,"GR1"
"Walter Torn","Forrest Sons",63,"GR1"
"Walter Torn","Freddy Storm",65,"GR1"
"Walter Torn","Gaslight Crusade",106,"GR1"
"Walter Torn","Hobbit Alien",157,"Gr2"
"Walter Torn","Hoosiers Birdcage",176,"Gr2"
"Walter Torn","Hysterical Grail",150,"Gr2"
"Walter Torn","Jersey Sassy",60,NULL
"Walter Torn","Lambs Cincinatti",144,"Gr2"
"Walter Torn","Lesson Cleopatra",167,"Gr2"
"Walter Torn","Lies Treatment",147,"Gr2"
"Walter Torn","Lock Rear",120,NULL
"Walter Torn","Lonely Elephant",67,"GR1"
"Walter Torn","Madison Trap",147,"Gr2"
"Walter Torn","Motions Details",166,"Gr2"
"Walter Torn","Mulholland Beast",157,"Gr2"
"Walter Torn","Mummy Creatures",160,"Gr2"
"Walter Torn","Nightmare Chill",149,"Gr2"
"Walter Torn","Novocaine Flight",64,"GR1"
"Walter Torn","Raiders Antitrust",82,"GR1"
"Walter Torn","Reunion Witches",63,"GR1"
"Walter Torn","Roots Remember",89,"GR1"
"Walter Torn","Sierra Divide",135,"Gr2"
"Walter Torn","Sky Miracle",132,"Gr2"
"Walter Torn","Slums Duck",147,"Gr2"
"Walter Torn","Spiking Element",79,"GR1"
"Walter Torn","Stage World",85,"GR1"
"Walter Torn","Stepmom Dream",48,"less 60 min"
"Walter Torn","Strangelove Desire",103,"GR1"
"Walter Torn","Wardrobe Phantom",178,"Gr2"
"Walter Torn","Witches Panic",100,"GR1"
"Walter Torn","Wizard Coldblooded",75,"GR1"
"Matthew Leigh","African Egg",130,"Gr2"
"Matthew Leigh","Canyon Stock",85,"GR1"
"Matthew Leigh","Celebrity Horn",110,"GR1"
"Matthew Leigh","Crusade Honey",112,"GR1"
"Matthew Leigh","Cupboard Sinners",56,"less 60 min"
"Matthew Leigh","Dancing Fever",144,"Gr2"
"Matthew Leigh","Dawn Pond",57,"less 60 min"
"Matthew Leigh","Deliverance Mulholland",100,"GR1"
"Matthew Leigh","Easy Gladiator",148,"Gr2"
"Matthew Leigh","English Bulworth",51,"less 60 min"
"Matthew Leigh","Finding Anaconda",156,"Gr2"
"Matthew Leigh","Firehouse Vietnam",103,"GR1"
"Matthew Leigh","Freaky Pocus",126,"Gr2"
"Matthew Leigh","Games Bowfinger",119,"GR1"
"Matthew Leigh","Giant Troopers",102,"GR1"
"Matthew Leigh","Glass Dying",103,"GR1"
"Matthew Leigh","Greatest North",93,"GR1"
"Matthew Leigh","House Dynamite",109,"GR1"
"Matthew Leigh","Mob Duffel",105,"GR1"
"Matthew Leigh","Muscle Bright",185,"BGr3"
"Matthew Leigh","Opposite Necklace",92,"GR1"
"Matthew Leigh","Orient Closer",118,"GR1"
"Matthew Leigh","Potluck Mixed",179,"Gr2"
"Matthew Leigh","Robbers Joon",102,"GR1"
"Matthew Leigh","Soup Wisdom",169,"Gr2"
"Matthew Leigh","Tomorrow Hustler",142,"Gr2"
"Matthew Leigh","Traffic Hobbit",139,"Gr2"
"Matthew Leigh","Trojan Tomorrow",52,"less 60 min"
"Matthew Leigh","Vietnam Smoochy",174,"Gr2"
"Matthew Leigh","Wanda Chamber",107,"GR1"
"Penelope Cronyn","Amadeus Holy",113,"GR1"
"Penelope Cronyn","Armageddon Lost",99,"GR1"
"Penelope Cronyn","Army Flintstones",148,"Gr2"
"Penelope Cronyn","Bear Graceland",160,"Gr2"
"Penelope Cronyn","Bikini Borrowers",142,"Gr2"
"Penelope Cronyn","Chaplin License",146,"Gr2"
"Penelope Cronyn","Clerks Angels",164,"Gr2"
"Penelope Cronyn","Core Suit",92,"GR1"
"Penelope Cronyn","Crystal Breaking",184,"BGr3"
"Penelope Cronyn","Disciple Mother",141,"Gr2"
"Penelope Cronyn","Duck Racer",116,"GR1"
"Penelope Cronyn","Entrapment Satisfaction",176,"Gr2"
"Penelope Cronyn","Feud Frogmen",98,"GR1"
"Penelope Cronyn","Fidelity Devil",118,"GR1"
"Penelope Cronyn","Hamlet Wisdom",146,"Gr2"
"Penelope Cronyn","Harold French",168,"Gr2"
"Penelope Cronyn","Instinct Airport",116,"GR1"
"Penelope Cronyn","Lady Stage",67,"GR1"
"Penelope Cronyn","Legend Jedi",59,"less 60 min"
"Penelope Cronyn","Mission Zoolander",164,"Gr2"
"Penelope Cronyn","Motions Details",166,"Gr2"
"Penelope Cronyn","Muppet Mile",50,"less 60 min"
"Penelope Cronyn","Paradise Sabrina",48,"less 60 min"
"Penelope Cronyn","Pianist Outfield",136,"Gr2"
"Penelope Cronyn","Rocky War",145,"Gr2"
"Penelope Cronyn","Titanic Boondock",104,"GR1"
"Penelope Cronyn","Train Bunch",71,"GR1"
"Penelope Cronyn","Untouchables Sunrise",120,NULL
"Penelope Cronyn","Virginian Pluto",164,"Gr2"
"Penelope Cronyn","Wonderful Drop",126,"Gr2"
"Penelope Cronyn","Zoolander Fiction",101,"GR1"
"Sidney Crowe","Alaska Phantom",136,"Gr2"
"Sidney Crowe","Alien Center",46,"less 60 min"
"Sidney Crowe","American Circus",129,"Gr2"
"Sidney Crowe","Antitrust Tomatoes",168,"Gr2"
"Sidney Crowe","Artist Coldblooded",170,"Gr2"
"Sidney Crowe","Candidate Perdition",70,"GR1"
"Sidney Crowe","Clones Pinocchio",124,"Gr2"
"Sidney Crowe","Dogma Family",122,"Gr2"
"Sidney Crowe","Empire Malkovich",177,"Gr2"
"Sidney Crowe","Ending Crowds",85,"GR1"
"Sidney Crowe","Finding Anaconda",156,"Gr2"
"Sidney Crowe","Freaky Pocus",126,"Gr2"
"Sidney Crowe","Graceland Dynamite",140,"Gr2"
"Sidney Crowe","Grease Youth",135,"Gr2"
"Sidney Crowe","Lord Arizona",108,"GR1"
"Sidney Crowe","Mannequin Worst",71,"GR1"
"Sidney Crowe","Mask Peach",123,"Gr2"
"Sidney Crowe","Mummy Creatures",160,"Gr2"
"Sidney Crowe","Oz Liaisons",85,"GR1"
"Sidney Crowe","Pluto Oleander",84,"GR1"
"Sidney Crowe","Run Pacific",145,"Gr2"
"Sidney Crowe","Siege Madre",111,"GR1"
"Sidney Crowe","Spirited Casualties",138,"Gr2"
"Sidney Crowe","Spy Mile",112,"GR1"
"Sidney Crowe","Submarine Bed",127,"Gr2"
"Sidney Crowe","Sundance Invasion",92,"GR1"
"Sidney Crowe","Titans Jerk",91,"GR1"
"Sidney Crowe","Tramp Others",171,"Gr2"
"Sidney Crowe","Treatment Jekyll",87,"GR1"
"Sidney Crowe","Truman Crazy",92,"GR1"
"Sidney Crowe","Wake Jaws",73,"GR1"
"Sidney Crowe","World Leathernecks",171,"Gr2"
"Sidney Crowe","Wrong Behavior",178,"Gr2"
"Sidney Crowe","Wyoming Storm",100,"GR1"
"Groucho Dunst","Attacks Hate",113,"GR1"
"Groucho Dunst","Blues Instinct",50,"less 60 min"
"Groucho Dunst","Butch Panther",67,"GR1"
"Groucho Dunst","Casualties Encino",179,"Gr2"
"Groucho Dunst","Chaplin License",146,"Gr2"
"Groucho Dunst","Color Philadelphia",149,"Gr2"
"Groucho Dunst","Creatures Shakespeare",139,"Gr2"
"Groucho Dunst","Crow Grease",104,"GR1"
"Groucho Dunst","Dalmations Sweden",106,"GR1"
"Groucho Dunst","Devil Desire",87,"GR1"
"Groucho Dunst","Donnie Alley",125,"Gr2"
"Groucho Dunst","Gables Metropolis",161,"Gr2"
"Groucho Dunst","Gold River",154,"Gr2"
"Groucho Dunst","Happiness United",100,"GR1"
"Groucho Dunst","Hunchback Impossible",151,"Gr2"
"Groucho Dunst","Independence Hotel",157,"Gr2"
"Groucho Dunst","Iron Moon",46,"less 60 min"
"Groucho Dunst","Kiss Glory",163,"Gr2"
"Groucho Dunst","Labyrinth League",46,"less 60 min"
"Groucho Dunst","Married Go",114,"GR1"
"Groucho Dunst","Maude Mod",72,"GR1"
"Groucho Dunst","Mob Duffel",105,"GR1"
"Groucho Dunst","Opposite Necklace",92,"GR1"
"Groucho Dunst","Panky Submarine",93,"GR1"
"Groucho Dunst","Park Citizen",109,"GR1"
"Groucho Dunst","Phantom Glory",60,NULL
"Groucho Dunst","Pocus Pulp",138,"Gr2"
"Groucho Dunst","Runner Madigan",101,"GR1"
"Groucho Dunst","Satisfaction Confidential",75,"GR1"
"Groucho Dunst","Sensibility Rear",98,"GR1"
"Groucho Dunst","Submarine Bed",127,"Gr2"
"Groucho Dunst","Sunset Racer",48,"less 60 min"
"Groucho Dunst","Temple Attraction",71,"GR1"
"Groucho Dunst","Tomatoes Hellfighters",68,"GR1"
"Groucho Dunst","Vanilla Day",122,"Gr2"
"Gina Degeneres","Bed Highball",106,"GR1"
"Gina Degeneres","Calendar Gunfight",120,NULL
"Gina Degeneres","Chamber Italian",117,"GR1"
"Gina Degeneres","Chaplin License",146,"Gr2"
"Gina Degeneres","Chariots Conspiracy",71,"GR1"
"Gina Degeneres","Clueless Bucket",95,"GR1"
"Gina Degeneres","Coldblooded Darling",70,"GR1"
"Gina Degeneres","Coneheads Smoochy",112,"GR1"
"Gina Degeneres","Darkness War",99,"GR1"
"Gina Degeneres","Deer Virginian",106,"GR1"
"Gina Degeneres","Dogma Family",122,"Gr2"
"Gina Degeneres","Elephant Trojan",126,"Gr2"
"Gina Degeneres","Excitement Eve",51,"less 60 min"
"Gina Degeneres","Frisco Forrest",51,"less 60 min"
"Gina Degeneres","Gandhi Kwai",86,"GR1"
"Gina Degeneres","Goodfellas Salute",56,"less 60 min"
"Gina Degeneres","Gunfight Moon",70,"GR1"
"Gina Degeneres","Hall Cassidy",51,"less 60 min"
"Gina Degeneres","Heartbreakers Bright",59,"less 60 min"
"Gina Degeneres","Hook Chariots",49,"less 60 min"
"Gina Degeneres","Hyde Doctor",100,"GR1"
"Gina Degeneres","Impact Aladdin",180,NULL
"Gina Degeneres","Indian Love",135,"Gr2"
"Gina Degeneres","Intrigue Worst",181,"BGr3"
"Gina Degeneres","License Weekend",91,"GR1"
"Gina Degeneres","Louisiana Harry",70,"GR1"
"Gina Degeneres","Magnificent Chitty",53,"less 60 min"
"Gina Degeneres","Metal Armageddon",161,"Gr2"
"Gina Degeneres","Midnight Westward",86,"GR1"
"Gina Degeneres","Movie Shakespeare",53,"less 60 min"
"Gina Degeneres","Mummy Creatures",160,"Gr2"
"Gina Degeneres","Open African",131,"Gr2"
"Gina Degeneres","Searchers Wait",182,"BGr3"
"Gina Degeneres","Seven Swarm",127,"Gr2"
"Gina Degeneres","Sierra Divide",135,"Gr2"
"Gina Degeneres","Spirited Casualties",138,"Gr2"
"Gina Degeneres","Storm Happiness",57,"less 60 min"
"Gina Degeneres","Sugar Wonka",114,"GR1"
"Gina Degeneres","Telegraph Voyage",148,"Gr2"
"Gina Degeneres","Trainspotting Strangers",132,"Gr2"
"Gina Degeneres","Wife Turn",183,"BGr3"
"Gina Degeneres","Window Side",85,"GR1"
"Warren Nolte","Academy Dinosaur",86,"GR1"
"Warren Nolte","Agent Truman",169,"Gr2"
"Warren Nolte","Alabama Devil",114,"GR1"
"Warren Nolte","Charade Duffel",66,"GR1"
"Warren Nolte","Dares Pluto",89,"GR1"
"Warren Nolte","Deep Crusade",51,"less 60 min"
"Warren Nolte","Doom Dancing",68,"GR1"
"Warren Nolte","Elf Murder",155,"Gr2"
"Warren Nolte","Fantasia Park",131,"Gr2"
"Warren Nolte","Garden Island",80,"GR1"
"Warren Nolte","Greatest North",93,"GR1"
"Warren Nolte","Greedy Roots",166,"Gr2"
"Warren Nolte","Kentuckian Giant",169,"Gr2"
"Warren Nolte","Ladybugs Armageddon",113,"GR1"
"Warren Nolte","Lesson Cleopatra",167,"Gr2"
"Warren Nolte","Mask Peach",123,"Gr2"
"Warren Nolte","Meet Chocolate",80,"GR1"
"Warren Nolte","Outlaw Hanky",148,"Gr2"
"Warren Nolte","Pajama Jawbreaker",126,"Gr2"
"Warren Nolte","Panther Reds",109,"GR1"
"Warren Nolte","Personal Ladybugs",118,"GR1"
"Warren Nolte","Potter Connecticut",115,"GR1"
"Warren Nolte","Pride Alamo",114,"GR1"
"Warren Nolte","Pulp Beverly",89,"GR1"
"Warren Nolte","Reds Pocus",182,"BGr3"
"Warren Nolte","River Outlaw",149,"Gr2"
"Warren Nolte","Roman Punk",81,"GR1"
"Warren Nolte","Roots Remember",89,"GR1"
"Warren Nolte","Thief Pelican",135,"Gr2"
"Warren Nolte","Titanic Boondock",104,"GR1"
"Warren Nolte","Tomatoes Hellfighters",68,"GR1"
"Warren Nolte","Unbreakable Karate",62,"GR1"
"Warren Nolte","Wardrobe Phantom",178,"Gr2"
"Warren Nolte","Wedding Apollo",70,"GR1"
"Sylvester Dern","Alaska Phantom",136,"Gr2"
"Sylvester Dern","Backlash Undefeated",118,"GR1"
"Sylvester Dern","Birds Perdition",61,"GR1"
"Sylvester Dern","Clockwork Paradise",143,"Gr2"
"Sylvester Dern","Confidential Interview",180,NULL
"Sylvester Dern","Creepers Kane",172,"Gr2"
"Sylvester Dern","Doors President",49,"less 60 min"
"Sylvester Dern","Encino Elf",143,"Gr2"
"Sylvester Dern","Halloween Nuts",47,"less 60 min"
"Sylvester Dern","Instinct Airport",116,"GR1"
"Sylvester Dern","Newsies Story",159,"Gr2"
"Sylvester Dern","Paradise Sabrina",48,"less 60 min"
"Sylvester Dern","Prejudice Oleander",98,"GR1"
"Sylvester Dern","Prix Undefeated",115,"GR1"
"Sylvester Dern","Rings Heartbreakers",58,"less 60 min"
"Sylvester Dern","Rush Goodfellas",48,"less 60 min"
"Sylvester Dern","Shawshank Bubble",80,"GR1"
"Sylvester Dern","Shepherd Midsummer",113,"GR1"
"Sylvester Dern","Sun Confessions",141,"Gr2"
"Sylvester Dern","Texas Watch",179,"Gr2"
"Sylvester Dern","Walls Artist",135,"Gr2"
"Sylvester Dern","Weekend Personal",134,"Gr2"
"Susan Davis","Airport Pollock",54,"less 60 min"
"Susan Davis","Anonymous Human",179,"Gr2"
"Susan Davis","Bed Highball",106,"GR1"
"Susan Davis","Caribbean Liberty",92,"GR1"
"Susan Davis","Casualties Encino",179,"Gr2"
"Susan Davis","Clerks Angels",164,"Gr2"
"Susan Davis","Excitement Eve",51,"less 60 min"
"Susan Davis","Full Flatliners",94,"GR1"
"Susan Davis","Glass Dying",103,"GR1"
"Susan Davis","Goodfellas Salute",56,"less 60 min"
"Susan Davis","Hotel Happiness",181,"BGr3"
"Susan Davis","Leathernecks Dwarfs",153,"Gr2"
"Susan Davis","Loathing Legally",140,"Gr2"
"Susan Davis","Luck Opus",152,"Gr2"
"Susan Davis","Madness Attacks",178,"Gr2"
"Susan Davis","None Spiking",83,"GR1"
"Susan Davis","Pacific Amistad",144,"Gr2"
"Susan Davis","Sister Freddy",152,"Gr2"
"Susan Davis","Trojan Tomorrow",52,"less 60 min"
"Susan Davis","Wash Heavenly",161,"Gr2"
"Susan Davis","Words Hunter",116,"GR1"
"Cameron Zellweger","Beauty Grease",175,"Gr2"
"Cameron Zellweger","Blackout Private",85,"GR1"
"Cameron Zellweger","Bright Encounters",73,"GR1"
"Cameron Zellweger","Clueless Bucket",95,"GR1"
"Cameron Zellweger","Conquerer Nuts",173,"Gr2"
"Cameron Zellweger","Crow Grease",104,"GR1"
"Cameron Zellweger","Floats Garden",145,"Gr2"
"Cameron Zellweger","Gladiator Westward",173,"Gr2"
"Cameron Zellweger","Grit Clockwork",137,"Gr2"
"Cameron Zellweger","Harry Idaho",121,"Gr2"
"Cameron Zellweger","Hawk Chill",47,"less 60 min"
"Cameron Zellweger","Hellfighters Sierra",75,"GR1"
"Cameron Zellweger","Jade Bunch",174,"Gr2"
"Cameron Zellweger","Juggler Hardly",54,"less 60 min"
"Cameron Zellweger","Lambs Cincinatti",144,"Gr2"
"Cameron Zellweger","Mallrats United",133,"Gr2"
"Cameron Zellweger","Movie Shakespeare",53,"less 60 min"
"Cameron Zellweger","Murder Antitrust",166,"Gr2"
"Cameron Zellweger","Orient Closer",118,"GR1"
"Cameron Zellweger","Pearl Destiny",74,"GR1"
"Cameron Zellweger","Pilot Hoosiers",50,"less 60 min"
"Cameron Zellweger","Pinocchio Simon",103,"GR1"
"Cameron Zellweger","Private Drop",106,"GR1"
"Cameron Zellweger","Right Cranes",153,"Gr2"
"Cameron Zellweger","Rings Heartbreakers",58,"less 60 min"
"Cameron Zellweger","Rock Instinct",102,"GR1"
"Cameron Zellweger","Roots Remember",89,"GR1"
"Cameron Zellweger","Secretary Rouge",158,"Gr2"
"Cameron Zellweger","Stock Glass",160,"Gr2"
"Cameron Zellweger","Tomatoes Hellfighters",68,"GR1"
"Cameron Zellweger","Tycoon Gathering",82,"GR1"
"Cameron Zellweger","Wasteland Divine",85,"GR1"
"Cameron Zellweger","Wife Turn",183,"BGr3"
"Russell Bacall","Arabia Dogma",62,"GR1"
"Russell Bacall","Arizona Bang",121,"Gr2"
"Russell Bacall","Cincinatti Whisperer",143,"Gr2"
"Russell Bacall","Confessions Maguire",65,"GR1"
"Russell Bacall","Crazy Home",136,"Gr2"
"Russell Bacall","Dinosaur Secretary",63,"GR1"
"Russell Bacall","Fiddler Lost",75,"GR1"
"Russell Bacall","Flatliners Killer",100,"GR1"
"Russell Bacall","Hurricane Affair",49,"less 60 min"
"Russell Bacall","Idols Snatchers",84,"GR1"
"Russell Bacall","Matrix Snowman",56,"less 60 min"
"Russell Bacall","Movie Shakespeare",53,"less 60 min"
"Russell Bacall","Mummy Creatures",160,"Gr2"
"Russell Bacall","Panky Submarine",93,"GR1"
"Russell Bacall","Paycheck Wait",145,"Gr2"
"Russell Bacall","Prix Undefeated",115,"GR1"
"Russell Bacall","Reunion Witches",63,"GR1"
"Russell Bacall","Sea Virgin",80,"GR1"
"Russell Bacall","Sierra Divide",135,"Gr2"
"Russell Bacall","Soldiers Evolution",185,"BGr3"
"Russell Bacall","Spinal Rocky",138,"Gr2"
"Russell Bacall","Streetcar Intentions",73,"GR1"
"Russell Bacall","Sunrise League",135,"Gr2"
"Russell Bacall","Suspects Quills",47,"less 60 min"
"Russell Bacall","Worker Tarzan",139,"Gr2"
"Morgan Hopkins","Arachnophobia Rollercoaster",147,"Gr2"
"Morgan Hopkins","Boiled Dares",102,"GR1"
"Morgan Hopkins","Candidate Perdition",70,"GR1"
"Morgan Hopkins","Contact Anonymous",166,"Gr2"
"Morgan Hopkins","Deceiver Betrayed",122,"Gr2"
"Morgan Hopkins","Dracula Crystal",176,"Gr2"
"Morgan Hopkins","Drums Dynamite",96,"GR1"
"Morgan Hopkins","Excitement Eve",51,"less 60 min"
"Morgan Hopkins","Flatliners Killer",100,"GR1"
"Morgan Hopkins","Gentlemen Stage",125,"Gr2"
"Morgan Hopkins","Harry Idaho",121,"Gr2"
"Morgan Hopkins","Loathing Legally",140,"Gr2"
"Morgan Hopkins","Order Betrayed",120,NULL
"Morgan Hopkins","Papi Necklace",128,"Gr2"
"Morgan Hopkins","Pet Haunting",99,"GR1"
"Morgan Hopkins","Pinocchio Simon",103,"GR1"
"Morgan Hopkins","Prix Undefeated",115,"GR1"
"Morgan Hopkins","Records Zorro",182,"BGr3"
"Morgan Hopkins","Reign Gentlemen",82,"GR1"
"Morgan Hopkins","Reservoir Adaptation",61,"GR1"
"Morgan Hopkins","Rings Heartbreakers",58,"less 60 min"
"Morgan Hopkins","Rugrats Shakespeare",109,"GR1"
"Morgan Hopkins","Stagecoach Armageddon",112,"GR1"
"Morgan Hopkins","Tights Dawn",172,"Gr2"
"Morgan Hopkins","Uncut Suicides",172,"Gr2"
"Morgan Hopkins","West Lion",159,"Gr2"
"Morgan Hopkins","Wolves Desire",55,"less 60 min"
"Morgan Mcdormand","Ali Forever",150,"Gr2"
"Morgan Mcdormand","Betrayed Rear",122,"Gr2"
"Morgan Mcdormand","Boulevard Mob",63,"GR1"
"Morgan Mcdormand","Clueless Bucket",95,"GR1"
"Morgan Mcdormand","Crazy Home",136,"Gr2"
"Morgan Mcdormand","Crow Grease",104,"GR1"
"Morgan Mcdormand","Darko Dorado",130,"Gr2"
"Morgan Mcdormand","Divorce Shining",47,"less 60 min"
"Morgan Mcdormand","Driver Annie",159,"Gr2"
"Morgan Mcdormand","Fatal Haunted",91,"GR1"
"Morgan Mcdormand","Frogmen Breaking",111,"GR1"
"Morgan Mcdormand","Holes Brannigan",128,"Gr2"
"Morgan Mcdormand","Holy Tadpole",88,"GR1"
"Morgan Mcdormand","Illusion Amelie",122,"Gr2"
"Morgan Mcdormand","Loverboy Attacks",162,"Gr2"
"Morgan Mcdormand","Neighbors Charade",161,"Gr2"
"Morgan Mcdormand","Sagebrush Clueless",106,"GR1"
"Morgan Mcdormand","Sleuth Orient",87,"GR1"
"Morgan Mcdormand","Spice Sorority",141,"Gr2"
"Morgan Mcdormand","Star Operation",181,"BGr3"
"Morgan Mcdormand","Suit Walls",111,"GR1"
"Morgan Mcdormand","Sunset Racer",48,"less 60 min"
"Morgan Mcdormand","Troopers Metal",115,"GR1"
"Morgan Mcdormand","Wash Heavenly",161,"Gr2"
"Morgan Mcdormand","Wrong Behavior",178,"Gr2"
"Harrison Bale","Badman Dawn",162,"Gr2"
"Harrison Bale","Ballroom Mockingbird",173,"Gr2"
"Harrison Bale","Double Wrath",177,"Gr2"
"Harrison Bale","Doubtfire Labyrinth",154,"Gr2"
"Harrison Bale","Elephant Trojan",126,"Gr2"
"Harrison Bale","Fantasia Park",131,"Gr2"
"Harrison Bale","Greedy Roots",166,"Gr2"
"Harrison Bale","Groove Fiction",111,"GR1"
"Harrison Bale","Half Outfield",146,"Gr2"
"Harrison Bale","Homicide Peach",141,"Gr2"
"Harrison Bale","Lady Stage",67,"GR1"
"Harrison Bale","Lose Inch",137,"Gr2"
"Harrison Bale","Muppet Mile",50,"less 60 min"
"Harrison Bale","Nash Chocolat",180,NULL
"Harrison Bale","Past Suicides",157,"Gr2"
"Harrison Bale","Perdition Fargo",99,"GR1"
"Harrison Bale","Pluto Oleander",84,"GR1"
"Harrison Bale","Punk Divorce",100,"GR1"
"Harrison Bale","Random Go",73,"GR1"
"Harrison Bale","Rollercoaster Bringing",153,"Gr2"
"Harrison Bale","Rushmore Mermaid",150,"Gr2"
"Harrison Bale","Sting Personal",93,"GR1"
"Harrison Bale","Thief Pelican",135,"Gr2"
"Harrison Bale","Wagon Jaws",152,"Gr2"
"Harrison Bale","Walls Artist",135,"Gr2"
"Harrison Bale","Wedding Apollo",70,"GR1"
"Harrison Bale","Wonderland Christmas",111,"GR1"
"Harrison Bale","Wyoming Storm",100,"GR1"
"Dan Streep","Argonauts Town",127,"Gr2"
"Dan Streep","Backlash Undefeated",118,"GR1"
"Dan Streep","Born Spinal",179,"Gr2"
"Dan Streep","Boulevard Mob",63,"GR1"
"Dan Streep","Bull Shawshank",125,"Gr2"
"Dan Streep","Catch Amistad",183,"BGr3"
"Dan Streep","French Holiday",99,"GR1"
"Dan Streep","Frisco Forrest",51,"less 60 min"
"Dan Streep","Grosse Wonderful",49,"less 60 min"
"Dan Streep","Heavyweights Beast",102,"GR1"
"Dan Streep","Holes Brannigan",128,"Gr2"
"Dan Streep","Igby Maker",160,"Gr2"
"Dan Streep","Jekyll Frogmen",58,"less 60 min"
"Dan Streep","Jungle Closer",134,"Gr2"
"Dan Streep","Mixed Doors",180,NULL
"Dan Streep","Mummy Creatures",160,"Gr2"
"Dan Streep","Newsies Story",159,"Gr2"
"Dan Streep","Outfield Massacre",129,"Gr2"
"Dan Streep","Panic Club",102,"GR1"
"Dan Streep","Roof Champion",101,"GR1"
"Dan Streep","Shanghai Tycoon",47,"less 60 min"
"Dan Streep","Steers Armageddon",140,"Gr2"
"Dan Streep","Vertigo Northwest",90,"GR1"
"Dan Streep","Wanda Chamber",107,"GR1"
"Renee Tracy","Aladdin Calendar",63,"GR1"
"Renee Tracy","Alien Center",46,"less 60 min"
"Renee Tracy","Artist Coldblooded",170,"Gr2"
"Renee Tracy","Coma Head",109,"GR1"
"Renee Tracy","Connection Microcosmos",115,"GR1"
"Renee Tracy","Creepers Kane",172,"Gr2"
"Renee Tracy","Crusade Honey",112,"GR1"
"Renee Tracy","Desperate Trainspotting",81,"GR1"
"Renee Tracy","Doubtfire Labyrinth",154,"Gr2"
"Renee Tracy","Effect Gladiator",107,"GR1"
"Renee Tracy","Eyes Driving",172,"Gr2"
"Renee Tracy","Fire Wolves",173,"Gr2"
"Renee Tracy","Frida Slipper",73,"GR1"
"Renee Tracy","Handicap Boondock",108,"GR1"
"Renee Tracy","Hollywood Anonymous",69,"GR1"
"Renee Tracy","Hope Tootsie",139,"Gr2"
"Renee Tracy","Informer Double",74,"GR1"
"Renee Tracy","Invasion Cyclone",97,"GR1"
"Renee Tracy","Maguire Apache",74,"GR1"
"Renee Tracy","Million Ace",142,"Gr2"
"Renee Tracy","Quest Mussolini",177,"Gr2"
"Renee Tracy","Rage Games",120,NULL
"Renee Tracy","Rocketeer Mother",178,"Gr2"
"Renee Tracy","Rocky War",145,"Gr2"
"Renee Tracy","Secrets Paradise",109,"GR1"
"Renee Tracy","Shane Darkness",93,"GR1"
"Renee Tracy","Shawshank Bubble",80,"GR1"
"Renee Tracy","Silence Kane",67,"GR1"
"Renee Tracy","Smoking Barbarella",50,"less 60 min"
